word,syllables,count_syllables
01001010,010-01-010,3
01001001,010-010-01,3
01001,010-01,2
010010,010-010,2
010101,01-01-01,3
010010,010-010,2
01001010,010-01-010,3
01010,01-010,2
01010010,01-010-010,3
01010010010,01-010-010-010,4
000010,000010,1
00010010010010,00010-010-010-010,4
01010,01-010,2
010101010,01-01-01-010,4
01010101001,01-01-01-010-01,5
01010101001010,01-01-01-010-01-010,6
010101010010,01-01-01-010-010,5
010101010010010,01-01-01-010-010-010,6
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
01010,01-010,2
01010010,01-010-010,3
0101001,01-010-01,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
0101001,01-010-01,3
01010,01-010,2
01010,01-010,2
010,010,1
010-010,010-010,2
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010,01-01-010,3
01010,01-010,2
010010-010010,010-010-010-010,4
01001-010,010-01-010,3
01010010,01-010-010,3
010100101010,01-010-01-01-010,5
01010,01-010,2
01010010,01-010-010,3
0101010010010,01-01-010-010-010,5
0101010010,01-01-010-010,4
0101010,01-01-010,3
010101001,01-01-010-01,4
0101010,01-01-010,3
010101001,01-01-010-01,4
0101010,01-01-010,3
0101001,01-010-01,3
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
0101010,01-01-010,3
01010,01-010,2
01010-01010,01-010-01-010,4
01010010,01-010-010,3
01001,010-01,2
010010,010-010,2
010010010,010-010-010,3
01010,01-010,2
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
010010,010-010,2
01001001,010-010-01,3
01001001010,010-010-01-010,4
01001001,010-010-01,3
010010010,010-010-010,3
010010,010-010,2
010010010,010-010-010,3
010010,010-010,2
010010010,010-010-010,3
01010,01-010,2
01010101,01-01-01-01,4
0101010010,01-01-010-010,4
01010010,01-010-010,3
010,010,1
010101,01-01-01,3
010101,01-01-01,3
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
01010101010,01-01-01-01-010,5
01010101010,01-01-01-01-010,5
010101010010,01-01-01-010-010,5
010101010,01-01-01-010,4
01010101,01-01-01-01,4
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
010101010,01-01-01-010,4
0101010,01-01-010,3
01010,01-010,2
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001,01-010-01,3
0101001010,01-010-01-010,4
01010010100,01-010-01-0100,4
01010010,01-010-010,3
01010010,01-010-010,3
01010010,01-010-010,3
010100100,01-010-0100,3
01010010010,01-010-010-010,4
01010010010010,01-010-010-010-010,5
01010010,01-010-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010010,01-010-010,3
01101,01-1-01,3
0110101010010,01-1-01-01-010-010,6
01101010010,01-1-01-010-010,5
0110101001010010010,01-1-01-010-01-010-010-010,8
0110101001010010,01-1-01-010-01-010-010,7
0110101001010,01-1-01-010-01-010,6
01101010010010,01-1-01-010-010-010,6
0110101001010,01-1-01-010-01-010,6
0110101,01-1-01-01,4
01101010,01-1-01-010,4
01101010010,01-1-01-010-010,5
01101010,01-1-01-010,4
01101010010,01-1-01-010-010,5
0110,01-10,2
0110010,01-10-010,3
011001010,01-10-01-010,4
01010010,01-010-010,3
010010,010-010,2
010010010,010-010-010,3
010010010,010-010-010,3
01001010010,010-01-010-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
010010010,010-010-010,3
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
01001010,010-01-010,3
010010-010010,010-010-010-010,4
010010010,010-010-010,3
01010,01-010,2
01010101,01-01-01-01,4
0101001,01-010-01,3
010100101,01-010-01-01,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
0101001001,01-010-010-01,4
01010010,01-010-010,3
01010010,01-010-010,3
01010,01-010,2
01010010010,01-010-010-010,4
0101001001010,01-010-010-01-010,5
0101001001010010,01-010-010-01-010-010,6
01010010,01-010-010,3
0101010,01-01-010,3
010010010,010-010-010,3
01001001010,010-010-01-010,4
01001001010010,010-010-01-010-010,5
010010,010-010,2
01010,01-010,2
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
01010,01-010,2
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001,01-010-01,3
01010010,01-010-010,3
010010,010-010,2
010010010,010-010-010,3
01010,01-010,2
01010,01-010,2
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101010,01-01-010,3
010,010,1
010-01001010,010-010-01-010,4
010-010010010,010-010-010-010,4
010-010010,010-010-010,3
010-010010010,010-010-010-010,4
010-01010010,010-01-010-010,4
010-01010010010,010-01-010-010-010,5
010-010101,010-01-01-01,4
010-0101,010-01-01,3
010-010010,010-010-010,3
0101-0101,01-01-01-01,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
01010,01-010,2
0101010010,01-01-010-010,4
0101010,01-01-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
01001010,010-01-010,3
010010,010-010,2
01001010010,010-01-010-010,4
01001010,010-01-010,3
010010010,010-010-010,3
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001010,010-01-010,3
010010,010-010,2
010010010,010-010-010,3
010010010,01-0010-010,3
01010-01010,01-010-01-010,4
010101001,01-01-010-01,4
010101001010,01-01-010-01-010,5
0101010010,01-01-010-010,4
0101010010010,01-01-010-010-010,5
0101010,01-01-010,3
0101010010,01-01-010-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010010,01-010-01-010-010,5
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101010,01-01-010,3
01010,01-010,2
01001010,010-01-010,3
010010,010-010,2
010010010,010-010-010,3
01001,010-01,2
01001-010010,010-01-010-010,4
010010,010-010,2
01001010010,010-01-010-010,4
010010,010-010,2
010010010,010-010-010,3
010010010,010-010-010,3
010010,010-010,2
010010010,010-010-010,3
010010010010,010-010-010-010,4
0101001010,01-01-001-010,4
0100101010010,010-01-01-010-010,5
0100101010,010-01-01-010,4
01001010,010-01-010,3
01001010,010-01-010,3
010010,010-010,2
010010-010010010,010-010-010-010-010,5
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
010010010,010-010-010,3
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001010010,010-01-010-010,4
01001010,010-01-010,3
01001010,010-01-010,3
0100101010,010-01-01-010,4
01001010010,010-01-010-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
01010,01-010,2
01010-01101,01-010-01-1-01,5
01010-0110101,01-010-01-1-01-01,6
01010-01101010,01-010-01-1-01-010,6
0101010,01-01-010,3
0101001010,01-010-01-010,4
0101001010010,01-010-01-010-010,5
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101010,01-01-010,3
010101010,01-01-01-010,4
01010101001,01-01-01-010-01,5
0101010010,01-01-010-010,4
01010010010,01-010-010-010,4
0101001001010010,01-010-010-01-010-010,6
0101001001010,01-010-010-01-010,5
01010010010010,01-010-010-010-010,5
0101001010,01-010-01-010,4
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101001010010,01-010-01-010-010,5
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010,01-010,2
01010010,01-010-010,3
01010010010,01-010-010-010,4
010010,010-010,2
010010010010010,010-010-010-010-010,5
010010010,010-010-010,3
010010101,010-01-01-01,4
0100101010,010-01-01-010,4
0110,01-10,2
010,010,1
010-01010,010-01-010,3
010-0101001,010-01-010-01,4
010-01010010,010-01-010-010,4
010-010,010-010,2
010-0101,010-01-01,3
010-0101001,010-01-010-01,4
010-01001,010-010-01,3
0101010,01-01-010,3
0101010010,01-01-010-010,4
01001,010-01,2
010010,010-010,2
01001001,010-010-01,3
010010010,010-010-010,3
0101,01-01,2
01010010,01-010-010,3
01010,01-010,2
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101010,01-01-010,3
01001010,010-01-010,3
010010,010-010,2
0100101,010-01-01,3
01001010,010-01-010,3
010010010,010-01-0010,3
01001001,010-010-01,3
010010010,010-010-010,3
01001010,010-01-010,3
010010,010-010,2
010010010,010-010-010,3
010010010010,010-010-010-010,4
01001010010,010-01-010-010,4
01001010,010-01-010,3
010010010,010-010-010,3
01001001010,010-010-01-010,4
010010,010-010,2
010010,010-010,2
01001001,010-010-01,3
010010,010-010,2
01010010,01-01-0010,3
01001001,010-010-01,3
01001,010-01,2
010010,010-010,2
010010,010-010,2
01001001,010-010-01,3
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001,010-010-01,3
01001001010,010-010-01-010,4
010010010,010-010-010,3
010010010010,010-010-010-010,4
0100101010,010-01-01-010,4
0100101010,010-01-01-010,4
01001010010,010-01-010-010,4
0100101001010,010-01-010-01-010,5
01001010010010,010-01-010-010-010,5
0100101001010,010-01-010-0-010,5
01001010,010-01-010,3
010010010,010-010-010,3
010010,010-010,2
0101,01-01,2
01010,01-010,2
0101001,01-010-01,3
010,010,1
010-01010,010-01-010,3
010010,010-010,2
010010010,010-010-010,3
0101,01-01,2
01010-01010,01-010-01-010,4
010101010,01-01-01-010,4
0101010,01-01-010,3
010101-010101,01-01-01-01-01-01,6
0101010-0101010,01-01-010-01-01-010,6
0101010,01-01-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010,01-010,2
0101001,01-010-01,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
0101010-0101010,01-01-010-01-01-010,6
0101010,01-01-010,3
0101010010,01-01-010-010,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101010,01-01-010,3
010110,01-01-10,3
0101010,01-01-010,3
0101010,01-01-010,3
01010,01-010,2
01010010,01-010-010,3
0101001010010,01-010-01-010-010,5
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
010101010,01-01-01-010,4
01001010,010-01-010,3
010010010,010-010-010,3
010010010,010-010-010,3
01001010,010-01-010,3
010010010,010-010-010,3
01001,010-01,2
01001010,010-01-010,3
010010010,010-010-010,3
010010,010-010,2
010010,010-010,2
010010,010-010,2
01001010,010-01-010,3
01001010,010-01-010,3
010010010,010-010-010,3
01001010,010-01-010,3
01010,01-010,2
0101001,01-010-01,3
010010,010-010,2
010010010,010-010-010,3
010,010,1
010-010,010-010,2
010-010010,010-010-010,3
010-01001001,010-010-010-01,4
0101,01-01,2
0101-01010,01-01-01-010,4
0101-0101,01-01-01-01,4
010110010,01-01-10-010,4
01011001,01-01-10-01,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
01010101,01-01-01-01,4
0101010,01-01-010,3
0101010,01-01-010,3
010101010,01-01-01-010,4
0101010,01-01-010,3
01010101010,01-01-01-01-010,5
01010101,01-01-01-01,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
01010101,01-01-01-01,4
010101010,01-01-01-010,4
010101,01-01-01,3
010101010,01-01-01-010,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
010101010001,01-01-01-0100-01,5
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101001010,01-01-010-01-010,5
0101010,01-01-010,3
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010-010010,01-01-010-010-010,5
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
01010101,01-01-01-01,4
01010101010,01-01-01-01-010,5
010101010,01-01-01-010,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010,01-01-010,3
010101010,01-01-01-010,4
01010101001010,01-01-01-010-01-010,6
0101010,01-01-010,3
01011010,01-01-1-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010,01-01-010,3
010101001,01-01-010-01,4
010101001010,01-01-010-01-010,5
0101010010,01-01-01-0010,4
0101010010010,01-01-01-0010-010,5
0101010,01-01-010,3
01010101,01-01-01-01,4
010101001,01-01-010-01,4
0101010010,01-01-010-010,4
01010101,01-01-01-01,4
01010101,01-01-01-01,4
010101010,01-01-01-010,4
0101010010010,01-01-01-0010-010,5
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010,01-01-010,3
010101010,01-01-01-010,4
0101010,01-01-010,3
010101001,01-01-010-01,4
010101001010,01-01-010-01-010,5
010101-0101,01-01-01-01-01,5
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
0101010010,01-01-01-0010,4
010101010,01-01-01-010,4
0101010100,01-01-01-0100,4
0101010100100101,01-01-01-010-010-01-01,7
0101010,01-01-010,3
0101010,01-01-010,3
010101001010,01-01-010-01-010,5
010101010,01-01-01-010,4
0101010,01-01-010,3
010101001,01-01-010-01,4
01010010,01-010-010,3
0101010,01-01-010,3
0101010,01-01-010,3
01010100,01-01-0100,3
010101001,01-01-010-01,4
01010100,01-01-0100,3
0101010010,01-01-010-010,4
010110010,01-01-10-010,4
0101101001,01-01-1-010-01,5
01011010,01-01-1-010,4
010110010,01-01-10-010,4
010110010,01-01-10-010,4
010110,01-01-10,3
010101010,01-01-01-010,4
0101010101,01-01-01-01-01,5
010101001,01-01-010-01,4
010101010,01-01-01-010,4
010101001010010010,01-01-010-01-010-010-010,7
0101010010,01-01-010-010,4
0101010010010,01-01-010-010-010,5
01010100,01-01-0100,3
01010101010,01-01-01-01-010,5
010101001,01-01-010-01,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101010010010,01-01-010-010-010,5
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010,01-01-010,3
010101010,01-01-01-010,4
0101010,01-01-010,3
0101010,01-01-010,3
010101010,01-01-01-010,4
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
010101010,01-01-01-010,4
01010101,01-01-01-01,4
0101010010,01-01-010-010,4
010101001010,01-01-010-01-010,5
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
010101001,01-01-010-01,4
01010101001,01-01-01-010-01,5
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
0101010010010,01-01-010-010-010,5
0101010010,01-01-010-010,4
01010100,01-01-0100,3
01010100010,01-01-0100-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
010101001010,01-01-010-01-010,5
0101010010,01-01-010-010,4
01010101,01-01-01-01,4
0101010,01-01-010,3
01010101,01-01-01-01,4
010101001,01-01-010-01,4
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
0101010010010,01-01-010-010-010,5
0101010,01-01-010,3
0101010,01-01-010,3
010101010,01-01-01-010,4
01010101,01-01-01-01,4
010101010,01-01-01-010,4
010101001010,01-01-010-01-010,5
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101001001,01-01-010-010-01,5
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010,01-01-010,3
010101001,01-01-010-01,4
010101001,01-01-010-01,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
01010101,01-01-01-01,4
010101010,01-01-01-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
01010100010,01-01-0100-010,4
0101010,01-01-010,3
0101010,01-01-010,3
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
010101010,01-01-01-010,4
01010101,01-01-01-01,4
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
01010101001010010,01-01-01-010-01-010-010,7
01010010010,01-010-010-010,4
0101010,01-01-010,3
01010010,01-010-010,3
01010101,01-01-01-01,4
0101001010010,01-010-01-010-010,5
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
010100010,01-0100-010,3
01010101,01-01-01-01,4
01010100,01-01-0100,3
0100101,010-01-01,3
01001010,010-01-010,3
010010,010-010,2
01001,010-01,2
010010,010-010,2
0101,01-01,2
01010101,01-01-01-01,4
01010010010,01-010-010-010,4
0101010,01-01-010,3
0101010,01-01-010,3
0101001,01-010-01,3
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010,01-010,2
01010-0101010,01-010-01-01-010,5
01010010,01-010-010,3
0101001010,01-010-01-010,4
0101001001,01-010-010-01,4
0101001001010,01-010-010-01-010,5
01010010,01-010-010,3
0101001,01-010-01,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001001001,01-010-010-010-01,5
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101010010,01-01-010-010,4
01010101001,01-01-01-010-01,5
0101001001,01-010-010-01,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010,01-010,2
0101001,01-010-01,3
0101001010,01-010-01-010,4
01010,01-010,2
01010010010,01-010-010-010,4
0101010,01-01-010,3
0101001,01-010-01,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001010010,01-010-01-010-010,5
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
010100101001,01-010-01-010-01,5
0101010,01-01-010,3
01010101,01-01-01-01,4
01001,010-01,2
01001-0101001,010-01-01-010-01,5
010010,010-010,2
010010,010-010,2
0101001,01-010-01,3
0101001-010010,01-010-01-010-010,5
0101001-01010010,01-010-01-01-010-010,6
0101001-010010,01-010-01-010-010,5
010100101010,01-010-01-01-010,5
0101001010010,01-010-01-010-010,5
010100101000,01-010-01-01000,4
0101001010010,01-010-01-010-010,5
010100101001010,01-010-01-010-01-010,6
0101001010010010,01-010-01-010-010-010,6
010100101010,01-010-01-01-010,5
010100101010,01-010-01-01-010,5
0101001010010,01-010-01-010-010,5
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
0101001,01-010-01,3
0101010,01-01-010,3
01010100101,01-01-010-01-01,5
01010100101,01-01-010-01-01,5
010101001010,01-01-010-01-010,5
010101001010,01-01-010-01-010,5
0101010010010,01-01-010-010-010,5
0101010010,01-01-010-010,4
01010100101,01-01-010-01-01,5
010010,010-010,2
01001010,010-01-010,3
010010010,010-010-010,3
010010,010-010,2
01001001,010-010-01,3
01001001010,010-010-01-010,4
01010,01-010,2
0101001,01-010-01,3
010010,010-010,2
01001001,010-010-01,3
01001001,010-010-01,3
010,010,1
010-010010,010-010-010,3
010-010,010-010,2
010-01010,010-01-010,3
01010,01-010,2
010101,01-01-01,3
01010101,01-01-01-01,4
0101010,01-01-010,3
010101,01-01-01,3
01010,01-010,2
0101001010,01-010-01-010,4
0101001,01-010-01,3
0101001,01-010-01,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001,01-010-01,3
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
0101001001,01-010-010-01,4
01001,010-01,2
01001001,010-010-01,3
01010,01-010,2
010010,010-010,2
010010010,010-010-010,3
0101001,01-010-01,3
01010,01-010,2
01010,01-010,2
010010-010010,010-010-010-010,4
01010-01010,01-010-01-010,4
01010,01-010,2
01010010,01-010-010,3
01010010,01-010-010,3
01010101,01-01-01-01,4
01010010,01-010-010,3
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101001,01-010-01,3
01010010,01-010-010,3
0101010,01-01-010,3
010101001,01-01-010-01,4
01010,01-010,2
0101001,01-010-01,3
010100101,01-010-01-01,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
0101010,01-01-010,3
01001,010-01,2
0100101,010-01-01,3
01001010010,010-01-010-010,4
010010010,010-010-010,3
010010,010-010,2
010010,010-010,2
01001001,010-01-001,3
010,010,1
01001,010-01,2
01001010-01001010,010-01-010-010-01-010,6
0100101010010,010-01-01-010-010,5
010010101,010-01-01-01,4
0100101010,010-01-01-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
0100101010,010-01-01-010,4
01001010010,010-01-010-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001010,010-01-010,3
0101010,01-01-010,3
01010101,01-01-01-01,4
0101010101010,01-01-01-01-01-010,6
01010,01-010,2
01010-01010,01-010-01-010,4
01010-01010,01-010-01-010,4
01010-010010,01-010-010-010,4
01010010,01-010-010,3
0101001,01-010-01,3
01010010,01-010-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001001010,01-010-010-01-010,5
0101001001010,01-010-010-01-010,5
0101001,01-010-01,3
010100100,01-010-0100,3
010100101,01-010-01-01,4
01010010101,01-010-01-01-01,5
0101001,01-010-01,3
01001010,010-01-010,3
010010010,010-010-010,3
01010,01-010,2
01010,01-010,2
01010-010010,01-010-010-010,4
010100101,01-010-01-01,4
0101001,01-010-01,3
0101001,01-010-01,3
0101001010,01-010-01-010,4
01010010100,01-010-01-0100,4
0101001010,01-010-01-010,4
0101001010010,01-010-01-010-010,5
010100101,01-010-01-01,4
0101001001,01-010-010-01,4
0101001010,01-010-01-010,4
0101001001,01-010-010-01,4
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
010100101,01-010-01-01,4
010100101,01-010-01-01,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010,01-010,2
01010-0101010,01-010-01-01-010,5
01010-010010,01-010-010-010,4
01010-010,01-010-010,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
0101001001,01-010-010-01,4
0101001001,01-010-010-01,4
01010010010,01-010-010-010,4
01010010010010,01-010-010-010-010,5
0101001,01-010-01,3
0101001101,01-010-01-1-01,5
0101001010101,01-010-01-01-01-01,6
010100101,01-010-01-01,4
01010011001,01-010-01-10-01,5
010100101010,01-010-01-01-010,5
0101001010,01-010-01-010,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101001,01-010-01,3
010100101010,01-010-01-01-010,5
010100101001,01-010-01-010-01,5
01010010,01-010-010,3
0101001001010,01-010-010-01-010,5
0101001001010010,01-010-010-01-010-010,6
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101010,01-01-010,3
01010010010,01-010-010-010,4
010101001,01-01-010-01,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
010101001,01-01-010-01,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101001,01-010-01,3
01010010,01-010-010,3
0101010,01-01-010,3
010101001,01-01-010-01,4
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
0101010010010,01-01-010-010-010,5
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001010010,01-010-01-010-010,5
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010,01-010,2
01010010,01-010-010,3
01010010,01-010-010,3
0101010,01-01-010,3
010010010,010-010-010,3
010010010010,010-010-010-010,4
010010,010-010,2
01001001,010-010-01,3
0101,01-01,2
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
010101,01-01-01,3
010101010,01-01-01-010,4
0101010,01-01-010,3
0101010,01-01-010,3
010010,010-010,2
01010,01-010,2
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
0101,01-01,2
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
01010100101001,01-01-010-01-010-01,6
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101,01-01-01,3
0101010,01-01-010,3
01010,01-010,2
01010-01001001001010,01-010-010-010-010-01-010,7
0101001010,01-010-01-010,4
01010010,01-010-010,3
0101001001,01-010-01-001,4
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
010101001,01-01-010-01,4
01010101,01-01-01-01,4
010101001,01-01-010-01,4
01010101,01-01-01-01,4
0101010010010,01-01-010-010-010,5
01010,01-010,2
01010-01010,01-010-01-010,4
01010101,01-01-01-01,4
0101001010,01-010-01-010,4
0101001001,01-010-010-01,4
0101001,01-010-01,3
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
0101001001,01-010-010-01,4
0101010,01-01-010,3
010100101,01-010-01-01,4
01010010010,01-010-010-010,4
01010,01-010,2
0101001,01-010-01,3
010100101010,01-010-01-01-010,5
0101001,01-010-01,3
010101,01-01-01,3
01010010,01-010-010,3
01010010,01-010-010,3
01010,01-010,2
0101001,01-010-01,3
0101001010,01-010-01-010,4
010010,010-010,2
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001001010,010-010-01-010,4
01001001010010,010-010-01-010-010,5
010010010,010-010-010,3
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
01001001,010-010-01,3
010010010,010-010-010,3
01001001010,010-010-01-010,4
0101010010,01-01-010-010,4
0101,01-01,2
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101010,01-01-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010010010010,01-010-010-010-010,5
01010010010,01-010-010-010,4
01010010010,01-010-010-010,4
0101001001010,01-010-010-01-010,5
01010010,01-010-010,3
01010010,01-010-010,3
010,010,1
010-010,010-010,2
010-1010,010-1-010,3
010-101001,010-1-010-01,4
010-1010010,010-1-010-010,4
010-01010,010-01-010,3
010-010,010-010,2
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
0101001,01-010-01,3
010010,010-010,2
01001001,010-010-01,3
010010010,010-010-010,3
0100101,010-01-01,3
01001,010-01,2
01001010,010-01-010,3
010010,010-010,2
010010010,010-010-010,3
01001001,010-010-01,3
01001010,010-01-010,3
0100101001,010-01-010-01,4
01001010,010-01-010,3
0101010,01-01-010,3
010101,01-01-01,3
01001001,010-01-001,3
01001010,010-01-010,3
0100101,010-01-01,3
010010,010-010,2
010010-01001001010,010-010-010-010-01-010,6
010010-010010010010,010-010-010-010-010-010,6
010010-010010010,010-010-010-010-010,5
010010-010010010010,010-010-010-010-010-010,6
010010-01001001010,010-010-010-010-01-010,6
010010-010010010010,010-010-010-010-010-010,6
010010-01001001010,010-010-010-010-01-010,6
01001010,010-01-010,3
01001010,010-01-010,3
01001001,010-010-01,3
010010010,010-010-010,3
010010,010-010,2
01001010,010-01-010,3
010010010,010-010-010,3
01001010,010-01-010,3
010010010,010-010-010,3
01001,010-01,2
01001-101001,010-01-1-010-01,5
01001-010,010-01-010,3
01001-01001010,010-01-010-01-010,5
01001010,010-01-010,3
0100101001010,010-01-010-01-010,5
010010,010-010,2
0100101001,010-01-010-01,4
010010,010-010,2
010010-1010010,010-010-1-010-010,5
0100110,010-01-10,3
01001010,010-01-010,3
01001010,010-01-010,3
